f1,f1_activation,f1_fulfill_date,f1_day_offset,f1_fulfill_lottery,f2,f2_origin,f2_confirmer,same_day_new_strong
74,2023-08-03,2023-08-05,2,Gana Mas,92,43,68,True
27,2023-08-01,2023-08-03,2,Quiniela Real,37,46,65,True
27,2023-08-01,2023-08-03,2,Quiniela Real,74,46,31,True
90,2023-08-09,2023-08-14,5,Quiniela Real,82,33,37,True
90,2023-08-09,2023-08-14,5,Quiniela Real,87,33,73,True
82,2023-08-15,2023-08-16,1,Gana Mas,96,54,15,True
96,2023-08-16,2023-08-19,3,Quiniela Leidsa,16,27,25,True
22,2023-08-18,2023-08-21,3,Quiniela Loteka,79,47,67,True
22,2023-08-18,2023-08-21,3,Quiniela Loteka,90,46,22,True
63,2023-08-25,2023-08-29,4,Quiniela Real,26,28,59,True
63,2023-08-25,2023-08-29,4,Quiniela Real,53,28,7,True
79,2023-08-27,2023-08-29,2,New York 10:30,26,28,59,True
79,2023-08-27,2023-08-29,2,New York 10:30,53,28,7,True
88,2023-08-26,2023-09-01,6,Loteria Nacional,85,36,52,True
84,2023-08-27,2023-08-31,4,Loteria Nacional,92,43,27,True
53,2023-08-29,2023-08-31,2,Loteria Nacional,92,43,27,True
26,2023-08-29,2023-09-04,6,New York 10:30,7,42,35,True
26,2023-08-29,2023-09-04,6,New York 10:30,9,39,35,True
26,2023-08-29,2023-09-04,6,New York 10:30,35,49,42,True
92,2023-08-31,2023-09-06,6,Quiniela Loteka,12,43,41,True
92,2023-08-31,2023-09-06,6,Quiniela Loteka,68,47,76,True
9,2023-09-04,2023-09-05,1,Loteria Nacional,42,37,9,True
42,2023-09-05,2023-09-12,7,New York 10:30,1,34,10,True
42,2023-09-05,2023-09-12,7,New York 10:30,7,42,53,True
42,2023-09-05,2023-09-12,7,New York 10:30,71,42,56,True
12,2023-09-06,2023-09-07,1,Quiniela Leidsa,29,41,9,True
92,2023-09-06,2023-09-07,1,Loteria Nacional,29,41,9,True
88,2023-09-09,2023-09-16,7,Quiniela Loteka,27,26,92,True
88,2023-09-09,2023-09-16,7,Quiniela Loteka,68,47,92,True
26,2023-09-11,2023-09-16,5,Quiniela Leidsa,27,26,92,True
26,2023-09-11,2023-09-16,5,Quiniela Leidsa,68,47,92,True
87,2023-09-13,2023-09-16,3,New York 2:30,27,26,92,True
87,2023-09-13,2023-09-16,3,New York 2:30,68,47,92,True
71,2023-09-12,2023-09-15,3,Gana Mas,83,49,30,True
53,2023-09-13,2023-09-17,4,Quiniela Real,83,49,3,True
76,2023-09-14,2023-09-18,4,Gana Mas,29,41,9,True
27,2023-09-16,2023-09-23,7,Quiniela Loteka,65,52,82,True
4,2023-09-22,2023-09-25,3,New York 10:30,10,37,1,True
4,2023-09-22,2023-09-25,3,New York 10:30,65,52,37,True
5,2023-09-27,2023-09-30,3,Quiniela Loteka,17,34,13,True
5,2023-09-27,2023-09-30,3,Quiniela Loteka,85,36,52,True
42,2023-09-27,2023-09-30,3,New York 2:30,17,34,13,True
42,2023-09-27,2023-09-30,3,New York 2:30,85,36,52,True
85,2023-09-27,2023-09-28,1,Gana Mas,69,45,57,True
17,2023-09-30,2023-10-01,1,Quiniela Real,59,44,72,True
17,2023-09-30,2023-10-01,1,Quiniela Real,63,38,44,True
85,2023-09-30,2023-10-03,3,New York 10:30,3,31,30,True
7,2023-10-07,2023-10-10,3,Quiniela Real,22,44,7,True
7,2023-10-07,2023-10-10,3,Quiniela Real,59,44,26,True
7,2023-10-07,2023-10-10,3,Quiniela Real,70,44,7,True
59,2023-10-08,2023-10-13,5,Quiniela Real,11,35,57,True
59,2023-10-08,2023-10-13,5,Quiniela Real,69,45,57,True
59,2023-10-08,2023-10-13,5,Quiniela Real,80,45,8,True
59,2023-10-10,2023-10-13,3,Quiniela Real,11,35,57,True
59,2023-10-10,2023-10-13,3,Quiniela Real,69,45,57,True
59,2023-10-10,2023-10-13,3,Quiniela Real,80,45,8,True
80,2023-10-13,2023-10-16,3,Quiniela Loteka,12,43,89,True
80,2023-10-13,2023-10-16,3,Quiniela Loteka,25,30,16,True
80,2023-10-13,2023-10-16,3,Quiniela Loteka,44,43,9,True
80,2023-10-13,2023-10-16,3,Quiniela Loteka,92,43,27,True
35,2023-10-14,2023-10-17,3,Quiniela Loteka,63,38,35,True
25,2023-10-16,2023-10-18,2,Quiniela Leidsa,9,39,53,True
25,2023-10-16,2023-10-18,2,Quiniela Leidsa,90,46,53,True
92,2023-10-16,2023-10-18,2,Quiniela Real,9,39,53,True
92,2023-10-16,2023-10-18,2,Quiniela Real,90,46,53,True
90,2023-10-18,2023-10-19,1,New York 2:30,39,33,78,True
15,2023-10-21,2023-10-27,6,New York 10:30,42,37,35,True
29,2023-10-26,2023-10-27,1,Quiniela Loteka,42,37,35,True
79,2023-10-21,2023-10-22,1,New York 2:30,28,43,73,True
79,2023-10-21,2023-10-22,1,New York 2:30,44,43,90,True
79,2023-10-21,2023-10-22,1,New York 2:30,92,43,68,True
28,2023-10-22,2023-10-24,2,Quiniela Leidsa,42,37,44,True
28,2023-10-22,2023-10-24,2,Quiniela Leidsa,59,44,26,True
92,2023-10-22,2023-10-24,2,Quiniela Loteka,42,37,44,True
92,2023-10-22,2023-10-24,2,Quiniela Loteka,59,44,26,True
56,2023-10-26,2023-10-29,3,Quiniela Real,76,34,27,True
7,2023-11-01,2023-11-03,2,Gana Mas,11,35,91,True
77,2023-11-06,2023-11-10,4,Gana Mas,22,44,63,True
77,2023-11-06,2023-11-10,4,Gana Mas,70,44,63,True
22,2023-11-10,2023-11-12,2,New York 2:30,89,48,12,True
41,2023-11-17,2023-11-21,4,Gana Mas,45,50,32,True
46,2023-11-17,2023-11-22,5,Quiniela Leidsa,74,46,31,True
74,2023-11-22,2023-11-24,2,Quiniela Real,35,49,7,True
35,2023-11-24,2023-11-25,1,Quiniela Real,9,39,53,True
35,2023-11-24,2023-11-25,1,Quiniela Real,94,39,58,True
9,2023-11-25,2023-11-27,2,Quiniela Real,44,43,7,True
9,2023-11-25,2023-11-27,2,Quiniela Real,92,43,68,True
59,2023-12-03,2023-12-08,5,Quiniela Loteka,53,28,9,True
87,2023-12-03,2023-12-08,5,New York 2:30,53,28,9,True
29,2023-12-13,2023-12-15,2,New York 2:30,35,49,29,True
29,2023-12-13,2023-12-15,2,New York 2:30,40,49,4,True
29,2023-12-13,2023-12-15,2,New York 2:30,44,43,29,True
44,2023-12-15,2023-12-20,5,Quiniela Leidsa,22,44,70,True
44,2023-12-15,2023-12-20,5,Quiniela Leidsa,75,44,62,True
44,2023-12-15,2023-12-20,5,Quiniela Leidsa,91,44,69,True
56,2023-12-18,2023-12-22,4,Quiniela Leidsa,22,44,7,True
56,2023-12-18,2023-12-22,4,Quiniela Leidsa,70,44,7,True
56,2023-12-18,2023-12-22,4,Quiniela Leidsa,75,44,62,True
56,2023-12-18,2023-12-22,4,Quiniela Leidsa,91,44,11,True
7,2023-12-19,2023-12-22,3,Loteria Nacional,22,44,7,True
7,2023-12-19,2023-12-22,3,Loteria Nacional,70,44,7,True
7,2023-12-19,2023-12-22,3,Loteria Nacional,75,44,62,True
7,2023-12-19,2023-12-22,3,Loteria Nacional,91,44,11,True
91,2023-12-20,2023-12-22,2,Quiniela Real,22,44,7,True
91,2023-12-20,2023-12-22,2,Quiniela Real,70,44,7,True
91,2023-12-20,2023-12-22,2,Quiniela Real,75,44,62,True
90,2023-12-21,2023-12-28,7,Loteria Nacional,20,38,2,True
90,2023-12-21,2023-12-28,7,Loteria Nacional,52,38,85,True
90,2023-12-21,2023-12-28,7,Loteria Nacional,63,38,35,True
9,2023-12-27,2023-12-28,1,Gana Mas,20,38,2,True
9,2023-12-27,2023-12-28,1,Gana Mas,52,38,85,True
9,2023-12-27,2023-12-28,1,Gana Mas,63,38,35,True
22,2023-12-22,2023-12-29,7,Quiniela Leidsa,29,41,70,True
70,2023-12-22,2023-12-27,5,New York 2:30,9,39,44,True
44,2023-12-30,2024-01-02,3,Quiniela Real,42,37,44,True
44,2023-12-30,2024-01-02,3,Quiniela Real,77,32,87,True
42,2024-01-02,2024-01-06,4,Gana Mas,29,41,42,True
42,2024-01-02,2024-01-06,4,Gana Mas,71,42,41,True
42,2024-01-04,2024-01-06,2,Gana Mas,29,41,42,True
42,2024-01-04,2024-01-06,2,Gana Mas,71,42,41,True
82,2024-01-05,2024-01-06,1,Quiniela Loteka,29,41,42,True
82,2024-01-05,2024-01-06,1,Quiniela Loteka,71,42,41,True
77,2024-01-02,2024-01-08,6,Quiniela Leidsa,37,46,82,True
71,2024-01-06,2024-01-08,2,New York 10:30,37,46,82,True
71,2024-01-06,2024-01-08,2,New York 10:30,77,32,73,True
22,2024-01-07,2024-01-08,1,Loteria Nacional,37,46,82,True
22,2024-01-07,2024-01-08,1,Loteria Nacional,77,32,73,True
53,2024-01-05,2024-01-07,2,Quiniela Real,22,44,53,True
53,2024-01-05,2024-01-07,2,Quiniela Real,70,44,22,True
87,2024-01-05,2024-01-07,2,Gana Mas,22,44,53,True
87,2024-01-05,2024-01-07,2,Gana Mas,70,44,22,True
29,2024-01-06,2024-01-07,1,Gana Mas,22,44,53,True
29,2024-01-06,2024-01-07,1,Gana Mas,70,44,22,True
71,2024-01-12,2024-01-13,1,Quiniela Leidsa,68,47,76,True
71,2024-01-12,2024-01-13,1,Quiniela Leidsa,84,47,94,True
84,2024-01-13,2024-01-14,1,Quiniela Real,22,44,29,True
84,2024-01-13,2024-01-14,1,Quiniela Real,70,44,29,True
84,2024-01-13,2024-01-14,1,Quiniela Real,91,44,69,True
22,2024-01-14,2024-01-16,2,Gana Mas,69,45,57,True
22,2024-01-14,2024-01-16,2,Gana Mas,81,43,85,True
81,2024-01-16,2024-01-22,6,Gana Mas,42,37,53,True
53,2024-01-17,2024-01-22,5,Gana Mas,42,37,53,True
37,2024-01-19,2024-01-22,3,Quiniela Real,42,37,53,True
35,2024-01-17,2024-01-21,4,Quiniela Loteka,54,35,14,True
35,2024-01-17,2024-01-21,4,Quiniela Loteka,86,35,19,True
42,2024-01-22,2024-01-27,5,New York 10:30,7,42,53,True
42,2024-01-22,2024-01-27,5,New York 10:30,23,42,28,True
42,2024-01-22,2024-01-27,5,New York 10:30,53,28,42,True
7,2024-01-27,2024-01-28,1,Quiniela Leidsa,84,47,94,True
53,2024-01-27,2024-01-31,4,Gana Mas,9,39,53,True
53,2024-01-27,2024-01-31,4,Gana Mas,29,41,53,True
26,2024-01-30,2024-02-01,2,Quiniela Real,90,46,7,True
9,2024-01-31,2024-02-01,1,Quiniela Leidsa,90,46,7,True
29,2024-01-31,2024-02-01,1,Gana Mas,90,46,7,True
68,2024-02-07,2024-02-10,3,Loteria Nacional,35,49,29,True
31,2024-02-16,2024-02-21,5,Quiniela Leidsa,77,32,28,True
9,2024-02-20,2024-02-21,1,Quiniela Real,77,32,28,True
28,2024-02-17,2024-02-19,2,Loteria Nacional,2,33,20,True
28,2024-02-17,2024-02-19,2,Loteria Nacional,23,42,28,True
28,2024-02-17,2024-02-19,2,Loteria Nacional,53,28,42,True
28,2024-02-17,2024-02-19,2,Loteria Nacional,87,33,28,True
87,2024-02-19,2024-02-22,3,Quiniela Real,7,42,22,True
77,2024-02-21,2024-02-28,7,New York 10:30,22,44,63,True
77,2024-02-21,2024-02-28,7,New York 10:30,59,44,26,True
77,2024-02-21,2024-02-28,7,New York 10:30,70,44,63,True
13,2024-02-24,2024-02-28,4,New York 2:30,22,44,63,True
13,2024-02-24,2024-02-28,4,New York 2:30,59,44,26,True
13,2024-02-24,2024-02-28,4,New York 2:30,70,44,63,True
79,2024-02-27,2024-02-28,1,Gana Mas,22,44,63,True
79,2024-02-27,2024-02-28,1,Gana Mas,59,44,26,True
79,2024-02-27,2024-02-28,1,Gana Mas,70,44,63,True
22,2024-02-28,2024-03-03,4,Gana Mas,44,43,22,True
22,2024-02-28,2024-03-03,4,Gana Mas,92,43,27,True
70,2024-02-28,2024-03-01,2,New York 2:30,3,31,30,True
3,2024-03-01,2024-03-04,3,New York 10:30,85,36,81,True
44,2024-03-03,2024-03-07,4,New York 2:30,81,43,52,True
92,2024-03-03,2024-03-05,2,Quiniela Loteka,10,37,1,True
21,2024-03-12,2024-03-19,7,Quiniela Leidsa,27,26,92,True
34,2024-03-12,2024-03-15,3,New York 2:30,77,32,87,True
96,2024-03-16,2024-03-18,2,Quiniela Leidsa,28,43,77,True
96,2024-03-16,2024-03-18,2,Quiniela Leidsa,79,47,88,True
20,2024-04-05,2024-04-11,6,Gana Mas,68,47,27,True
87,2024-04-07,2024-04-12,5,Quiniela Real,34,51,72,True
68,2024-04-11,2024-04-16,5,New York 10:30,2,33,20,True
34,2024-04-12,2024-04-13,1,New York 10:30,14,39,54,True
14,2024-04-13,2024-04-15,2,Gana Mas,29,41,63,True
2,2024-04-16,2024-04-18,2,Gana Mas,71,42,89,True
71,2024-04-18,2024-04-23,5,New York 2:30,63,38,53,True
7,2024-04-20,2024-04-21,1,Loteria Nacional,14,39,54,True
63,2024-04-23,2024-04-28,5,Quiniela Leidsa,80,45,8,True
63,2024-04-23,2024-04-28,5,Quiniela Leidsa,87,33,73,True
97,2024-04-24,2024-04-27,3,Gana Mas,44,43,9,True
97,2024-04-24,2024-04-27,3,Gana Mas,74,46,31,True
97,2024-04-24,2024-04-27,3,Gana Mas,90,46,9,True
74,2024-04-27,2024-05-03,6,New York 10:30,35,49,42,True
83,2024-04-29,2024-05-03,4,New York 2:30,35,49,42,True
90,2024-04-27,2024-05-02,5,Loteria Nacional,72,40,59,True
80,2024-04-28,2024-04-29,1,Quiniela Leidsa,57,30,91,True
80,2024-04-28,2024-04-29,1,Quiniela Leidsa,83,49,30,True
87,2024-04-28,2024-05-04,6,New York 2:30,73,48,87,True
57,2024-04-29,2024-05-05,6,Quiniela Leidsa,69,45,57,True
35,2024-05-03,2024-05-05,2,Quiniela Real,69,45,57,True
63,2024-05-01,2024-05-06,5,Quiniela Leidsa,29,41,53,True
63,2024-05-06,2024-05-13,7,New York 2:30,11,35,57,True
63,2024-05-06,2024-05-13,7,New York 2:30,27,26,76,True
41,2024-05-10,2024-05-13,3,Loteria Nacional,11,35,57,True
41,2024-05-10,2024-05-13,3,Loteria Nacional,27,26,76,True
94,2024-05-10,2024-05-13,3,Gana Mas,11,35,57,True
94,2024-05-10,2024-05-13,3,Gana Mas,27,26,76,True
11,2024-05-13,2024-05-18,5,Gana Mas,94,39,84,True
30,2024-05-17,2024-05-18,1,Loteria Nacional,94,39,84,True
29,2024-05-14,2024-05-16,2,Quiniela Loteka,9,39,22,True
29,2024-05-14,2024-05-16,2,Quiniela Loteka,94,39,58,True
71,2024-05-14,2024-05-16,2,Quiniela Leidsa,9,39,22,True
71,2024-05-14,2024-05-16,2,Quiniela Leidsa,94,39,58,True
9,2024-05-16,2024-05-22,6,Loteria Nacional,22,44,9,True
9,2024-05-16,2024-05-22,6,Loteria Nacional,44,43,9,True
9,2024-05-16,2024-05-22,6,Loteria Nacional,70,44,9,True
94,2024-05-16,2024-05-22,6,Quiniela Loteka,22,44,9,True
94,2024-05-16,2024-05-22,6,Quiniela Loteka,44,43,9,True
94,2024-05-16,2024-05-22,6,Quiniela Loteka,70,44,9,True
94,2024-05-18,2024-05-22,4,Quiniela Loteka,22,44,9,True
94,2024-05-18,2024-05-22,4,Quiniela Loteka,44,43,9,True
94,2024-05-18,2024-05-22,4,Quiniela Loteka,70,44,9,True
44,2024-05-22,2024-05-23,1,Quiniela Leidsa,7,42,35,True
44,2024-05-22,2024-05-23,1,Quiniela Leidsa,71,42,12,True
70,2024-05-22,2024-05-27,5,New York 10:30,1,34,10,True
70,2024-05-26,2024-05-27,1,New York 10:30,1,34,10,True
7,2024-05-26,2024-05-31,5,Quiniela Loteka,77,32,23,True
7,2024-05-26,2024-05-31,5,Quiniela Loteka,87,33,23,True
22,2024-05-26,2024-06-01,6,Loteria Nacional,77,32,73,True
80,2024-06-06,2024-06-07,1,Loteria Nacional,77,32,87,True
77,2024-06-07,2024-06-08,1,Gana Mas,73,48,77,True
27,2024-06-09,2024-06-14,5,New York 10:30,73,48,28,True
27,2024-06-09,2024-06-14,5,New York 10:30,77,32,28,True
7,2024-06-12,2024-06-19,7,Loteria Nacional,42,37,22,True
41,2024-06-16,2024-06-19,3,Quiniela Loteka,42,37,22,True
22,2024-06-17,2024-06-19,2,Gana Mas,42,37,22,True
63,2024-06-29,2024-07-03,4,New York 10:30,9,39,22,True
71,2024-07-02,2024-07-03,1,Quiniela Leidsa,9,39,22,True
72,2024-07-04,2024-07-11,7,Loteria Nacional,7,42,63,True
72,2024-07-04,2024-07-11,7,Loteria Nacional,50,42,5,True
93,2024-07-09,2024-07-11,2,New York 10:30,7,42,63,True
93,2024-07-09,2024-07-11,2,New York 10:30,50,42,5,True
48,2024-07-07,2024-07-09,2,New York 2:30,88,31,79,True
48,2024-07-07,2024-07-09,2,New York 2:30,89,48,41,True
48,2024-07-07,2024-07-09,2,New York 2:30,93,41,48,True
48,2024-07-12,2024-07-18,6,New York 10:30,25,30,16,True
59,2024-07-20,2024-07-24,4,New York 10:30,27,26,76,True
59,2024-07-20,2024-07-24,4,New York 10:30,72,40,26,True
3,2024-08-01,2024-08-04,3,Quiniela Leidsa,77,32,23,True
72,2024-08-02,2024-08-05,3,Gana Mas,11,35,57,True
72,2024-08-02,2024-08-05,3,Gana Mas,22,44,35,True
72,2024-08-02,2024-08-05,3,Gana Mas,44,43,35,True
72,2024-08-02,2024-08-05,3,Gana Mas,69,45,57,True
72,2024-08-02,2024-08-05,3,Gana Mas,70,44,35,True
72,2024-08-02,2024-08-05,3,Gana Mas,80,45,8,True
72,2024-08-02,2024-08-05,3,Gana Mas,91,44,57,True
11,2024-08-05,2024-08-09,4,New York 2:30,7,42,29,True
11,2024-08-05,2024-08-09,4,New York 2:30,15,29,96,True
70,2024-08-05,2024-08-07,2,Quiniela Leidsa,22,44,7,True
70,2024-08-07,2024-08-14,7,Gana Mas,57,30,69,True
68,2024-08-20,2024-08-21,1,Quiniela Loteka,50,42,5,True
29,2024-08-28,2024-09-04,7,Loteria Nacional,77,32,87,True
32,2024-08-31,2024-09-04,4,Quiniela Real,77,32,87,True
82,2024-09-03,2024-09-04,1,New York 2:30,77,32,87,True
10,2024-08-29,2024-09-01,3,Quiniela Loteka,53,28,7,True
42,2024-08-29,2024-08-31,2,Gana Mas,32,36,45,True
48,2024-08-30,2024-09-03,4,Gana Mas,82,33,37,True
53,2024-09-01,2024-09-03,2,Loteria Nacional,82,33,37,True
77,2024-09-04,2024-09-11,7,New York 10:30,22,44,53,True
77,2024-09-04,2024-09-11,7,New York 10:30,59,44,34,True
77,2024-09-04,2024-09-11,7,New York 10:30,63,38,44,True
77,2024-09-04,2024-09-11,7,New York 10:30,70,44,53,True
22,2024-09-11,2024-09-13,2,Quiniela Loteka,19,40,86,True
22,2024-09-11,2024-09-13,2,Quiniela Loteka,29,41,35,True
22,2024-09-11,2024-09-13,2,Quiniela Loteka,56,40,41,True
22,2024-09-11,2024-09-13,2,Quiniela Loteka,67,40,79,True
86,2024-09-12,2024-09-13,1,Gana Mas,19,40,86,True
86,2024-09-12,2024-09-13,1,Gana Mas,29,41,35,True
86,2024-09-12,2024-09-13,1,Gana Mas,56,40,41,True
86,2024-09-12,2024-09-13,1,Gana Mas,67,40,79,True
59,2024-09-11,2024-09-15,4,Quiniela Loteka,93,41,97,True
53,2024-09-12,2024-09-17,5,New York 10:30,23,42,77,True
53,2024-09-12,2024-09-17,5,New York 10:30,65,52,82,True
29,2024-09-13,2024-09-18,5,New York 10:30,19,40,86,True
93,2024-09-15,2024-09-18,3,Quiniela Loteka,19,40,86,True
23,2024-09-17,2024-09-20,3,Loteria Nacional,7,42,44,True
23,2024-09-17,2024-09-20,3,Loteria Nacional,9,39,42,True
23,2024-09-17,2024-09-20,3,Loteria Nacional,22,44,42,True
23,2024-09-17,2024-09-20,3,Loteria Nacional,46,39,19,True
23,2024-09-17,2024-09-20,3,Loteria Nacional,59,44,72,True
23,2024-09-17,2024-09-20,3,Loteria Nacional,63,38,42,True
23,2024-09-17,2024-09-20,3,Loteria Nacional,70,44,42,True
51,2024-09-19,2024-09-20,1,Quiniela Leidsa,7,42,44,True
51,2024-09-19,2024-09-20,1,Quiniela Leidsa,9,39,42,True
51,2024-09-19,2024-09-20,1,Quiniela Leidsa,22,44,42,True
51,2024-09-19,2024-09-20,1,Quiniela Leidsa,46,39,19,True
51,2024-09-19,2024-09-20,1,Quiniela Leidsa,59,44,72,True
51,2024-09-19,2024-09-20,1,Quiniela Leidsa,63,38,42,True
51,2024-09-19,2024-09-20,1,Quiniela Leidsa,70,44,42,True
65,2024-09-17,2024-09-23,6,Quiniela Real,29,41,53,True
22,2024-09-20,2024-09-23,3,Loteria Nacional,29,41,53,True
19,2024-09-18,2024-09-19,1,Quiniela Real,51,40,21,True
59,2024-09-20,2024-09-21,1,Loteria Nacional,34,51,59,True
86,2024-09-29,2024-09-30,1,Quiniela Leidsa,90,46,22,True
90,2024-09-30,2024-10-05,5,Quiniela Real,9,39,90,True
90,2024-09-30,2024-10-05,5,Quiniela Real,14,39,54,True
90,2024-09-30,2024-10-05,5,Quiniela Real,69,45,11,True
72,2024-10-01,2024-10-03,2,Quiniela Loteka,34,51,72,True
14,2024-10-05,2024-10-12,7,New York 2:30,69,45,91,True
7,2024-10-08,2024-10-10,2,Quiniela Loteka,37,46,65,True
7,2024-10-08,2024-10-10,2,Quiniela Loteka,90,46,7,True
30,2024-10-08,2024-10-11,3,Loteria Nacional,83,49,30,True
37,2024-10-10,2024-10-17,7,Gana Mas,100,38,1,True
77,2024-10-15,2024-10-22,7,Quiniela Real,57,30,11,True
12,2024-10-16,2024-10-23,7,New York 2:30,42,37,22,True
12,2024-10-16,2024-10-23,7,New York 2:30,73,48,87,True
8,2024-10-19,2024-10-21,2,New York 10:30,92,43,27,True
57,2024-10-22,2024-10-24,2,New York 10:30,20,38,2,True
63,2024-10-29,2024-10-30,1,Loteria Nacional,22,44,63,True
63,2024-10-29,2024-10-30,1,Loteria Nacional,70,44,63,True
70,2024-10-30,2024-11-03,4,Gana Mas,73,48,87,True
70,2024-10-30,2024-11-03,4,Gana Mas,90,46,70,True
73,2024-11-05,2024-11-06,1,Gana Mas,21,28,51,True
73,2024-11-05,2024-11-06,1,Gana Mas,26,28,34,True
73,2024-11-05,2024-11-06,1,Gana Mas,53,28,90,True
73,2024-11-05,2024-11-06,1,Gana Mas,77,32,28,True
67,2024-11-16,2024-11-18,2,Loteria Nacional,30,39,3,True
67,2024-11-16,2024-11-18,2,Loteria Nacional,94,39,84,True
63,2024-11-17,2024-11-18,1,New York 10:30,30,39,3,True
63,2024-11-17,2024-11-18,1,New York 10:30,94,39,84,True
59,2024-11-21,2024-11-24,3,New York 2:30,35,49,9,True
70,2024-11-21,2024-11-24,3,Gana Mas,35,49,9,True
35,2024-11-24,2024-11-29,5,New York 2:30,72,40,34,True
35,2024-11-24,2024-11-29,5,New York 2:30,76,34,92,True
72,2024-11-29,2024-11-30,1,Loteria Nacional,9,39,7,True
72,2024-11-29,2024-11-30,1,Loteria Nacional,29,41,7,True
72,2024-11-29,2024-11-30,1,Loteria Nacional,35,49,7,True
79,2024-12-03,2024-12-04,1,New York 10:30,84,47,94,True
6,2024-12-09,2024-12-10,1,Gana Mas,69,45,91,True
69,2024-12-10,2024-12-13,3,New York 10:30,35,49,22,True
69,2024-12-10,2024-12-13,3,New York 10:30,97,52,48,True
52,2024-12-12,2024-12-13,1,Gana Mas,35,49,22,True
52,2024-12-12,2024-12-13,1,Gana Mas,97,52,48,True
37,2024-12-19,2024-12-23,4,New York 2:30,19,40,86,True
37,2024-12-19,2024-12-23,4,New York 2:30,56,40,41,True
90,2024-12-19,2024-12-21,2,Gana Mas,63,38,9,True
19,2024-12-23,2024-12-29,6,Loteria Nacional,9,39,35,True
19,2024-12-23,2024-12-29,6,Loteria Nacional,30,39,83,True
19,2024-12-23,2024-12-29,6,Loteria Nacional,53,28,35,True
83,2024-12-28,2024-12-29,1,Gana Mas,9,39,35,True
83,2024-12-28,2024-12-29,1,Gana Mas,30,39,83,True
83,2024-12-28,2024-12-29,1,Gana Mas,53,28,35,True
9,2024-12-29,2024-12-30,1,Gana Mas,53,28,22,True
9,2024-12-29,2024-12-30,1,Gana Mas,68,47,92,True
57,2025-01-08,2025-01-10,2,Quiniela Real,56,40,41,True
57,2025-01-08,2025-01-10,2,Quiniela Real,72,40,26,True
83,2025-01-08,2025-01-11,3,New York 10:30,7,42,63,True
56,2025-01-09,2025-01-11,2,Quiniela Real,7,42,63,True
56,2025-01-10,2025-01-11,1,Quiniela Real,7,42,63,True
72,2025-01-10,2025-01-12,2,Loteria Nacional,26,28,72,True
72,2025-01-10,2025-01-12,2,Loteria Nacional,53,28,22,True
53,2025-01-12,2025-01-15,3,Quiniela Loteka,42,37,29,True
53,2025-01-12,2025-01-15,3,Quiniela Loteka,89,48,71,True
89,2025-01-15,2025-01-21,6,Quiniela Loteka,73,48,87,True
14,2025-01-22,2025-01-23,1,Quiniela Real,90,46,42,True
41,2025-01-22,2025-01-25,3,Quiniela Real,77,32,28,True
27,2025-01-24,2025-01-25,1,Loteria Nacional,77,32,28,True
44,2025-01-28,2025-01-30,2,Loteria Nacional,19,40,86,True
53,2025-01-28,2025-02-02,5,Quiniela Real,15,29,96,True
19,2025-01-30,2025-02-02,3,Loteria Nacional,15,29,96,True
3,2025-01-29,2025-01-31,2,New York 2:30,6,35,60,True
3,2025-01-29,2025-01-31,2,New York 2:30,48,36,93,True
15,2025-02-02,2025-02-03,1,New York 10:30,11,35,57,True
84,2025-02-08,2025-02-11,3,Quiniela Leidsa,31,38,74,True
84,2025-02-08,2025-02-11,3,Quiniela Leidsa,63,38,7,True
53,2025-03-02,2025-03-09,7,Quiniela Loteka,22,44,53,True
53,2025-03-02,2025-03-09,7,Quiniela Loteka,42,37,44,True
53,2025-03-02,2025-03-09,7,Quiniela Loteka,70,44,53,True
56,2025-03-07,2025-03-09,2,Quiniela Leidsa,22,44,53,True
56,2025-03-07,2025-03-09,2,Quiniela Leidsa,42,37,44,True
56,2025-03-07,2025-03-09,2,Quiniela Leidsa,70,44,53,True
28,2025-03-07,2025-03-11,4,Quiniela Loteka,26,28,72,True
28,2025-03-07,2025-03-11,4,Quiniela Loteka,53,28,29,True
28,2025-03-07,2025-03-11,4,Quiniela Loteka,73,48,28,True
1,2025-03-10,2025-03-11,1,New York 10:30,26,28,72,True
1,2025-03-10,2025-03-11,1,New York 10:30,53,28,29,True
1,2025-03-10,2025-03-11,1,New York 10:30,73,48,28,True
70,2025-03-09,2025-03-10,1,Quiniela Loteka,1,34,10,True
73,2025-03-11,2025-03-15,4,Quiniela Loteka,93,41,97,True
93,2025-03-15,2025-03-16,1,Quiniela Real,42,37,44,True
3,2025-03-19,2025-03-21,2,Loteria Nacional,22,44,90,True
3,2025-03-19,2025-03-21,2,Loteria Nacional,70,44,90,True
10,2025-04-01,2025-04-03,2,Gana Mas,7,42,44,True
10,2025-04-01,2025-04-03,2,Gana Mas,22,44,42,True
10,2025-04-01,2025-04-03,2,Gana Mas,70,44,42,True
10,2025-04-01,2025-04-03,2,Gana Mas,71,42,56,True
42,2025-04-01,2025-04-03,2,Loteria Nacional,7,42,44,True
42,2025-04-01,2025-04-03,2,Loteria Nacional,22,44,42,True
42,2025-04-01,2025-04-03,2,Loteria Nacional,70,44,42,True
42,2025-04-01,2025-04-03,2,Loteria Nacional,71,42,56,True
70,2025-04-02,2025-04-03,1,Quiniela Real,7,42,44,True
70,2025-04-02,2025-04-03,1,Quiniela Real,22,44,42,True
70,2025-04-02,2025-04-03,1,Quiniela Real,71,42,56,True
